Hardware Vendor:,Hardware Model:,Date tested:,ACCEL License:,Test sponsor:,Tested by:,Hardware avail:,Software avail:,CPU Name,CPU MHz,CPU MHz Maximum,FPU,CPU(s) enabled,CPU(s) orderable,Primary Cache,Secondary Cache,L3 Cache,Other Cache,Memory,Disk Subsystem,Other Hardware,Accel Model Name,Accel Vendor,Accel Name,Type of Accel,Accel Connection,Does Accel Use ECC,Accel Description,Accel Driver,Operating System,Compiler,File System,System State,Other Software
Supermicro,SuperServer 1028GR-TR,18-Aug,19,NVIDIA Corporation,NVIDIA Corporation,17-Jul,18-Aug,Intel Xeon E5-2698 v4,2200,3600,Integrated,"40 cores, 2 chips, 20 cores/chip, 2 threads/core","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,50 MB I+D on chip per chip,None,256 GB (8 x 32 GB 2Rx4 PC4-2400T-R),480GB Intel SSD DC S3520,None,Intel Xeon CPU E5-2698 v4,Intel Corporation,Xeon E5-2698 v4,CPU,Not applicable,Yes,Intel Xeon CPU E5-2698 v4,Not applicable,CentOS Linux release 7.4.1708 (Core),"PGI Professional Edition, Release 18.7 LLVM",xfs,Run level 3 (multi-user),None
